0	262779	175
1	151679	202
2	140143	280
3	113204	302
4	112988	377
5	105131	422
6	99487	466
7	90972	487
8	84402	509
9	84085	564
10	79372	586
11	81302	655
12	83758	732
13	83531	786
14	86738	876
15	85369	920
16	87175	999
17	85645	1040
18	85730	1099
19	86193	1164
20	83733	1188
21	85178	1267
22	87063	1355
23	85061	1383
24	83431	1414
25	84943	1498
26	82288	1508
27	81016	1541
28	81696	1610
29	79970	1632
30	78114	1648
31	78605	1713
32	80042	1800
33	81925	1900
34	81716	1952
35	81673	2008
36	82150	2077
37	82378	2141
38	83336	2224
39	83606	2290
40	84085	2362
41	83407	2402
42	84245	2486
43	83330	2518
44	83268	2575
45	82074	2596
46	81997	2652
47	81014	2678
48	81233	2743
49	81084	2796
50	81185	2857
51	81531	2927
52	82138	3008
53	82234	3071
54	82430	3137
55	82061	3182
56	82476	3257
57	82741	3328
58	82784	3389
59	82382	3432
60	82769	3508
61	83083	3582
62	83088	3642
63	83240	3709
64	83680	3790
65	83204	3829
66	83131	3886
67	83655	3972
68	83605	4031
69	83084	4067
70	83184	4133
71	83175	4193
72	83721	4282
73	83236	4319
74	83430	4391
75	83654	4464
76	82754	4477
77	82941	4549
78	82402	4581
79	82508	4648
80	82849	4729
81	83055	4802
82	82895	4855
83	83029	4925
84	83061	4989
85	83068	5052
86	82488	5078
87	81624	5087
88	80859	5100
89	80338	5127
90	80397	5192
91	80614	5267
92	80812	5341
93	81127	5423
94	80511	5443
95	80269	5488
96	81147	5610
97	81579	5702
98	82281	5814
99	81759	5839
100	81089	5854
101	81683	5959
102	81995	6045
103	82673	6159
104	83109	6255
105	83122	6320
106	83417	6407
107	83395	6470
108	83457	6539
109	83549	6611
110	83589	6679
111	82886	6688
112	82914	6755
113	83052	6831
114	83192	6907
115	83342	6985
116	83535	7067
117	83019	7088
118	82515	7110
119	82498	7173
120	82498	7238
121	82595	7312
122	82576	7376
123	82647	7447
124	82700	7518
125	82803	7593
126	82816	7660
127	82908	7734
128	82986	7808
129	83046	7880
130	83443	7984
131	84059	8110
132	83983	8170
133	84302	8269
134	84329	8340
135	84266	8401
136	84322	8475
137	84410	8552
138	84421	8622
139	84228	8670
140	84029	8718
141	84015	8785
142	83609	8810
143	83478	8865
144	83657	8952
145	84114	9069
146	84129	9140
147	84176	9214
148	83977	9261
149	83979	9331
150	83991	9401
151	84114	9484
152	83773	9515
153	83800	9587
154	83318	9601
155	82922	9624
156	82908	9692
157	82959	9767
158	82974	9838
159	83012	9911
160	83030	9983
161	82979	10046
162	82949	10112
163	82966	10184
164	82950	10252
165	83048	10334
166	83502	10461
167	83607	10545
168	83722	10630
169	83358	10654
170	83355	10725
171	83413	10803
172	83402	10873
173	83442	10949
174	83523	11031
175	83541	11105
176	83506	11172
177	83525	11246
178	83241	11279
179	83242	11351
180	83670	11481
181	83845	11578
182	83786	11642
183	83819	11719
184	83773	11785
185	83769	11857
186	83418	11880
187	83365	11945
188	83423	12026
189	83479	12107
190	83504	12184
191	83463	12251
192	83403	12315
193	83086	12342
194	83165	12426
195	83110	12492
196	83096	12563
197	83248	12659
198	83273	12737
199	83251	12807
200	83250	12881
201	83233	12953
202	83220	13025
203	82977	13061
204	83018	13141
205	83036	13219
206	83125	13307
