iter	RMSE
210	951.6763958
211	949.6789919
212	947.2550992
213	944.7555269
214	942.4410686
215	940.2171517
216	938.068106
217	936.2772596
218	934.0963465
219	931.985847
220	930.3133457
221	928.2561313
222	926.4468895
223	924.8412481
224	922.8898782
225	921.0181185
226	919.3160177
227	917.4763064
228	915.7406636
229	914.0715151
230	912.2568964
231	910.5064231
232	908.8059832
233	907.1890043
234	905.7389996
235	904.1032678
236	902.4963886
237	901.1143478
238	899.5228651
239	898.091608
240	896.6861806
241	895.2286028
242	893.7647421
243	892.3834959
244	890.9495782
245	889.582792
246	888.1101816
247	887.0783166
248	885.8873501
249	884.6308381
250	883.3334527
251	882.2334131
252	880.7735542
253	879.6270065
254	878.7584335
255	877.5860369
256	876.5716923
257	875.5958744
258	874.3125386
259	873.2190697
260	872.398102
261	871.2002153
262	870.1471982
263	869.0598462
264	867.9390726
265	867.0961943
266	866.2199908
267	865.205082
268	864.4801331
269	863.5909384
270	862.4805901
271	861.515586
272	860.5778509
273	859.6226749
274	858.6291751
275	857.6704235
276	856.7801786
277	856.1139565
278	855.3249166
279	854.4438468
280	853.8291661
281	852.8823879
282	851.992777
283	851.2898589
284	850.4537881
285	849.8744284
286	849.1820638
287	848.3459492
288	847.7306735
289	847.1345174
290	846.4684437
291	845.9228452
292	845.4576837
293	844.6985105
294	843.864507
295	843.1807568
296	842.7668461
297	842.2100519
298	841.6089408
299	840.9692414
300	840.3533971
301	839.8441496
302	839.4119571
303	838.8341064
304	838.3342585
305	837.7383315
306	837.0251896
307	836.5260955
308	835.9356695
309	835.4016265
310	834.8910405
311	834.3406389
312	833.8787118
313	833.2794356
314	833.0012361
315	832.696827
316	832.4314881
317	832.0549932
318	831.5881538
319	831.2111712
320	830.8206807
321	830.4097285
322	829.9557443
323	829.6119007
324	829.1434762
325	828.720341
326	828.2856777
327	827.8857412
328	827.61435
329	827.3188689
330	827.0185739
331	826.6816044
332	826.4619528
333	825.9875936
334	825.7921023
335	825.4510154
336	825.0866752
337	824.7477023
338	824.3522277
339	824.1547222
340	823.7317166
341	823.4975986
342	823.3381741
343	823.1164059
344	822.7235026
345	822.5708636
346	822.2481616
347	822.0174573
348	821.6343402
349	821.346554
350	821.0404644
351	820.8731788
352	820.5064052
353	820.1066241
354	819.8982769
355	819.5345303
356	819.4118012
357	819.2110267
358	818.9831799
359	818.7041311
360	818.5273168
361	818.2143576
362	817.8826032
363	817.6422176
364	817.2841961
365	816.96632
366	816.6700568
367	816.3711963
368	816.0728951
369	815.8773701
370	815.6261589
371	815.3632188
372	815.1613402
373	815.0105908
374	814.7816267
375	814.6782715
376	814.5146724
377	814.3420796
378	814.135488
379	813.8557007
380	813.6094579
381	813.4699386
382	813.3830004
383	813.2425257
384	812.9957106
385	812.7851327
386	812.683444
387	812.5058873
388	812.3267147
389	812.1553953
390	811.9215499
391	811.725017
392	811.5067647
393	811.2511421
394	811.1031183
395	810.9251773
396	810.7619205
397	810.6237683
398	810.4961934
399	810.3348971
400	810.1730855
401	809.9673342
402	809.7590617
403	809.5859419
404	809.4817871
405	809.3706939
406	809.1598406
407	809.0953467
408	808.9216195
409	808.766126
410	808.6792945
411	808.550393
412	808.4574224
413	808.3221969
414	808.2315292
415	808.1559343
416	808.043104
417	807.9196188
418	807.8633069
419	807.7162902
420	807.612938
421	807.4467283
422	807.3506585
423	807.234749
424	807.0525508
425	806.9102926
426	806.7735713
427	806.6409304
428	806.5020022
429	806.3761339
430	806.1981298
431	806.0641645
432	806.006887
433	805.9008984
434	805.733566
435	805.6522875
436	805.5650728
437	805.4485292
438	805.3146275
439	805.1418537
440	804.9764506
441	804.9425514
442	804.8276461
443	804.7183329
444	804.5972405
445	804.5082603
446	804.4067221
447	804.2957224
448	804.1241711
449	804.0020073
450	803.9303148
451	803.8099652
452	803.6772578
453	803.5798372
454	803.4803967
455	803.3657642
456	803.210567
457	803.1770721
458	803.0866675
459	803.0217455
460	802.9910611
461	802.9317786
462	802.7967647
463	802.7649679
464	802.7138687
465	802.6287258
466	802.5682891
467	802.4274131
468	802.3431778
469	802.2581566
470	802.1701348
471	802.0803131
472	802.0024854
473	801.9231635
474	801.7707042
475	801.6288289
476	801.5418256
477	801.4199761
478	801.3872667
479	801.3195856
480	801.2198667
481	801.1614155
482	801.1073608
483	801.0760996
484	801.0488873
485	800.9895909
486	800.8976945
487	800.8198169
488	800.7217552
489	800.672619
490	800.6342919
491	800.555707
492	800.4717285
493	800.3953131
494	800.281147
495	800.1670076
496	800.1510594
497	800.0842656
498	800.0164976
499	799.9488728
500	799.9334676
501	799.8700253
502	799.8445338
503	799.7736586
504	799.7028258
505	799.6553987
506	799.5637504
507	799.5299664
508	799.4767857
509	799.3580922
510	799.2850952
511	799.170558
512	799.1515359
513	799.0724817
514	799.0404898
515	798.978425
516	798.927612
517	798.8853001
518	798.8594449
519	798.8265982
520	798.7566114
521	798.7238
522	798.6457067
523	798.6355384
524	798.5829364
525	798.5086052
526	798.4579439
527	798.3929849
528	798.3443009
529	798.2796381
530	798.2093525
531	798.1755664
532	798.0879339
533	798.0370478
534	797.9479769
535	797.8764585
536	797.8270521
537	797.8116904
538	797.7454138
539	797.6942805
540	797.667028
541	797.6127192
542	797.5882577
543	797.5786257
544	797.5470405
545	797.5014617
546	797.4276769
547	797.3595705
548	797.2874897
549	797.2389771
550	797.193418
551	797.1603728
552	797.1417521
553	797.0999798
554	797.0637484
555	796.9988392
556	796.929438
557	796.8599039
558	796.8298885
559	796.7952235
560	796.7550229
561	796.7466075
562	796.690913
563	796.6098271
564	796.5866552
565	796.5637365
566	796.5331643
567	796.5079802
568	796.4300528
569	796.401106
570	796.3215913
571	796.2931788
572	796.2567324
573	796.2344243
574	796.1943397
575	796.1897384
576	796.1636719
577	796.0829838
578	796.0185838
579	795.9753252
580	795.9376699
581	795.9204098
582	795.8991867
583	795.8460474
584	795.7647206
585	795.7330582
586	795.7043467
587	795.6714235
588	795.6442109
589	795.6041757
590	795.5288467
591	795.4755009
592	795.437627
593	795.4017943
594	795.3457106
595	795.3125748
596	795.2848666
597	795.2491675
598	795.184001
599	795.1623691
600	795.1077209
601	795.0588075
602	795.0237399
603	794.9803637
604	794.9434493
605	794.9197501
606	794.8977627
607	794.8368987
608	794.7807622
609	794.7344529
610	794.7077415
611	794.6728158
612	794.6467747
613	794.5942465
614	794.588175
615	794.5556842
616	794.5148788
617	794.4755794
618	794.4548219
619	794.4056894
620	794.358403
621	794.3444451
622	794.3272036
623	794.3028785
624	794.2586
625	794.205371
626	794.2014899
627	794.1596117
628	794.1573884
629	794.1146
630	794.0753262
631	794.0501797
632	794.0070772
633	793.9710398
634	793.956393
635	793.9415124
636	793.9083425
637	793.8692651
638	793.8372836
639	793.8112781
640	793.7799901
641	793.7282655
642	793.7266366
643	793.6712592
644	793.6481145
645	793.647728
646	793.6244161
647	793.600957
648	793.5675043
649	793.5276124
650	793.5213427
651	793.4836028
652	793.4619442
653	793.4447594
654	793.4158677
655	793.3713553
656	793.3489956
657	793.3433733
658	793.2856571
659	793.2550546
660	793.2197438
661	793.2091888
662	793.199264
663	793.1867036
664	793.1616546
665	793.1204442
666	793.0858669
667	793.0403369
668	793.0061225
669	792.9860776
670	792.9457304
671	792.9303845
672	792.8995788
673	792.8789935
674	792.8371651
675	792.8178108
676	792.7723467
677	792.7608021
678	792.7517698
679	792.7043464
680	792.6644676
681	792.6228172
682	792.594778
683	792.5456989
684	792.5384835
685	792.513648
686	792.4924037
687	792.4665849
688	792.4610954
689	792.4423302
690	792.408692
691	792.3894974
692	792.3716096
693	792.3463408
694	792.3027225
695	792.26491
696	792.2564702
697	792.2324067
698	792.1712687
699	792.117992
700	792.1066316
701	792.0832465
702	792.0341076
703	791.9956787
704	791.9860614
705	791.9533987
706	791.9111106
707	791.876029
708	791.851795
709	791.8040224
710	791.7898199
711	791.7616887
712	791.7408203
713	791.7231503
714	791.7091533
715	791.6713199
716	791.646791
717	791.6106417
718	791.5911885
719	791.5759729
720	791.5564662
721	791.5296398
722	791.4708023
723	791.4582158
724	791.4437481
725	791.3898342
726	791.3472228
727	791.3286324
728	791.3039549
729	791.2770999
730	791.2360073
731	791.228616
732	791.1941768
733	791.172766
734	791.1141016
735	791.1012008
736	791.0900285
737	791.0720554
738	791.0623441
739	791.0326206
740	791.002333
741	790.9969764
742	790.9665029
743	790.9432026
744	790.9250718
745	790.8967388
746	790.8860109
747	790.8808555
748	790.8484185
749	790.8215215
750	790.8066697
751	790.7517603
752	790.7212744
753	790.6915719
754	790.663425
755	790.6527121
756	790.6294999
757	790.5966346
758	790.5787983
759	790.5743456
760	790.5647574
761	790.5529783
762	790.5211702
763	790.5190749
764	790.490917
765	790.4537546
766	790.4500138
767	790.4334434
768	790.4175634
769	790.3974447
770	790.3767267
771	790.3742645
772	790.3372663
773	790.3266724
774	790.2755797
775	790.2555289
776	790.2316226
777	790.2181715
778	790.1955209
779	790.1744357
780	790.1742097
781	790.1645165
782	790.1612604
783	790.1420921
784	790.1176832
785	790.0909045
786	790.0580699
787	790.0256171
788	790.0108293
789	789.9716735
790	789.9427242
791	789.9331067
792	789.9168024
793	789.8913107
794	789.8807493
795	789.8586484
796	789.8256194
797	789.8059338
798	789.784604
799	789.7546868
800	789.7393368
801	789.7189616
802	789.703727
803	789.6681582
804	789.6539332
805	789.6296836
806	789.6147832
807	789.5980887
808	789.5919141
809	789.5719722
810	789.5700001
811	789.5532459
812	789.5517143
813	789.5451443
814	789.5397133
815	789.5203458
816	789.5012385
817	789.4834114
818	789.4573876
819	789.4349809
820	789.4248334
821	789.3958522
822	789.3795499
823	789.3706293
824	789.3539948
825	789.3328919
826	789.3127675
827	789.2938834
828	789.2813
829	789.2719806
830	789.2478186
831	789.228238
832	789.1980408
833	789.1734074
834	789.1519498
835	789.1149267
836	789.1129466
837	789.0930095
838	789.0891448
839	789.0604201
840	789.0503154
841	789.0223302
842	789.0025207
843	788.9704615
844	788.9141139
845	788.9029291
846	788.8742833
847	788.8672425
848	788.855882
849	788.8361694
850	788.8035918
851	788.7939524
852	788.7818739
853	788.7631754
854	788.7434635
855	788.7221728
856	788.7057823
857	788.6916128
858	788.6683371
859	788.6578007
860	788.6072576
861	788.5884431
862	788.5726676
863	788.559251
864	788.5466091
865	788.501725
866	788.4729636
867	788.4628646
868	788.4431108
869	788.4239875
870	788.3965326
871	788.390023
872	788.3745677
873	788.3733088
874	788.3653679
875	788.3367555
876	788.32023
877	788.2911837
878	788.2676608
879	788.2456261
880	788.218136
881	788.2047766
882	788.1826341
883	788.1765353
884	788.1254884
885	788.1030958
886	788.0881343
887	788.0780495
888	788.0737452
889	788.0413991
890	788.0099296
891	787.9950538
892	787.9821734
893	787.9692872
894	787.9651839
895	787.9517584
896	787.9416472
897	787.9311309
898	787.9232701
899	787.9030838
900	787.8568032
901	787.8160341
902	787.790107
903	787.7826082
904	787.7573702
905	787.7379646
906	787.7201985
907	787.6929262
908	787.689356
909	787.6592413
910	787.6232014
911	787.5999316
912	787.5765473
913	787.5679526
914	787.5544742
915	787.5276043
916	787.5075535
917	787.4959169
918	787.4889477
919	787.4624314
920	787.4336965
921	787.4150349
922	787.3964986
923	787.3684934
924	787.3615981
925	787.3444901
926	787.3315342
927	787.303665
928	787.2881336
929	787.2785205
930	787.2767278
931	787.2585104
932	787.2380814
933	787.2161339
934	787.1642961
935	787.1310315
936	787.1185996
937	787.0921867
938	787.0730069
939	787.0636135
940	787.0510101
941	787.0337537
942	787.0109668
943	787.0030945
944	786.9930142
945	786.9815372
946	786.9704413
947	786.9582436
948	786.9533232
949	786.929535
950	786.9132929
951	786.9017067
952	786.8800831
953	786.8694728
954	786.8189497
955	786.8051999
956	786.7887533
957	786.7699468
958	786.7638238
959	786.7500812
960	786.7305689
961	786.6927357
962	786.6830484
963	786.6586992
964	786.6533144
965	786.6289932
966	786.6204753
967	786.5867615
968	786.5715383
969	786.5541219
970	786.5282678
971	786.5156918
972	786.4884604
973	786.48673
974	786.4666963
975	786.4443237
976	786.4255114
977	786.3972488
978	786.390757
979	786.3645021
980	786.3443542
981	786.333364
982	786.2983569
983	786.2859082
984	786.2733506
985	786.2559562
986	786.235109
987	786.2077954
988	786.1922578
989	786.1675762
990	786.1596906
991	786.1440262
992	786.1218411
993	786.1109375
994	786.0735716
995	786.0485362
996	786.0410617
997	786.0315704
998	786.0106064
999	785.9949226
1000	785.9668167
1001	785.9341228
1002	785.9046478
1003	785.8741775
1004	785.8564704
1005	785.847676
1006	785.834135
1007	785.8101504
1008	785.7899521
1009	785.7716067
1010	785.763137
1011	785.760513
1012	785.7475113
1013	785.7248122
1014	785.6984519
1015	785.6743021
1016	785.6460099
1017	785.6231847
1018	785.5929501
1019	785.5743547
1020	785.5622892
1021	785.5527515
1022	785.5327594
1023	785.5274639
1024	785.4941474
1025	785.475731
1026	785.4287682
1027	785.405763
1028	785.3554173
1029	785.3414555
1030	785.3288331
1031	785.3022315
1032	785.286911
1033	785.252026
1034	785.2408656
1035	785.2286176
1036	785.2124137
1037	785.1967608
1038	785.1887606
1039	785.172693
1040	785.1569834
1041	785.1411834
1042	785.1245857
1043	785.0900578
1044	785.0831972
1045	785.0574211
1046	785.0379763
1047	785.0246091
1048	785.0017783
1049	785.0006746
1050	784.9810369
1051	784.9487086
1052	784.9215668
1053	784.903579
1054	784.8822647
1055	784.8655286
1056	784.8557049
1057	784.8423136
1058	784.8258197
1059	784.8110006
1060	784.7991482
1061	784.7838577
1062	784.7735578
1063	784.7649863
1064	784.7409241
1065	784.7298844
1066	784.6924967
1067	784.6834675
1068	784.666094
1069	784.6491101
1070	784.6300779
1071	784.5898951
1072	784.5511015
1073	784.5355551
1074	784.5134148
1075	784.5034553
1076	784.4805913
1077	784.4654122
1078	784.4554776
1079	784.4263605
1080	784.3821503
1081	784.3661405
1082	784.3462965
1083	784.3376378
1084	784.3240736
1085	784.3067745
1086	784.2810296
1087	784.2718106
1088	784.2585825
1089	784.2567185
1090	784.2299733
1091	784.216267
1092	784.206135
1093	784.1891528
1094	784.1607914
1095	784.1424239
1096	784.123741
1097	784.1147329
1098	784.0983949
1099	784.0883012
1100	784.0635061
1101	784.0561974
1102	784.0437347
1103	784.006201
1104	783.9760945
1105	783.9591845
1106	783.9375735
1107	783.928573
1108	783.922018
1109	783.9064577
1110	783.897979
1111	783.8894396
1112	783.8639073
1113	783.8262291
1114	783.8071406
1115	783.7941438
1116	783.7682905
1117	783.748021
1118	783.727391
1119	783.7173413
1120	783.7091973
1121	783.6984266
1122	783.6831541
1123	783.6579318
1124	783.6331932
1125	783.6238787
1126	783.6021472
1127	783.5934913
1128	783.5716922
1129	783.5544039
1130	783.5227356
1131	783.5144495
1132	783.5079276
1133	783.4903044
1134	783.4686604
1135	783.4567407
1136	783.4292658
1137	783.4146392
1138	783.4006023
1139	783.3858184
1140	783.3754894
1141	783.3684338
1142	783.3448539
1143	783.3209255
1144	783.3027334
1145	783.2918104
1146	783.2772288
1147	783.2569999
1148	783.2518877
1149	783.2286143
1150	783.2161284
1151	783.2011855
1152	783.1673335
1153	783.1513982
1154	783.1353991
1155	783.1162856
1156	783.0994771
1157	783.0744955
1158	783.0627734
1159	783.0502036
1160	783.042789
1161	783.0241425
1162	783.0149371
1163	782.9994661
1164	782.9882942
1165	782.9838693
1166	782.9642489
1167	782.933694
1168	782.9107489
1169	782.8943375
1170	782.8758909
1171	782.8620572
1172	782.8384634
1173	782.8214303
1174	782.7985316
1175	782.7735828
1176	782.7658504
1177	782.7529385
1178	782.731977
1179	782.7096031
1180	782.6928731
1181	782.675553
1182	782.6570845
1183	782.6380855
1184	782.621267
1185	782.5985684
1186	782.5827363
1187	782.5660919
1188	782.5599079
1189	782.549754
1190	782.5269482
1191	782.5128537
1192	782.5088161
1193	782.4943448
1194	782.4802595
1195	782.4513714
1196	782.4325127
1197	782.4104192
1198	782.3711759
1199	782.3480413
1200	782.3264728
1201	782.3091513
1202	782.2894624
1203	782.2690458
1204	782.2621014
1205	782.2391948
1206	782.2343833
1207	782.2221689
1208	782.198791
1209	782.1737677
1210	782.1593619
1211	782.1466929
1212	782.1252471
1213	782.0935228
1214	782.0832594
1215	782.0692922
1216	782.0636606
1217	782.0473197
1218	782.0366374
1219	782.0140578
1220	781.966549
1221	781.9472136
1222	781.9343494
1223	781.9165049
1224	781.9030032
1225	781.8913312
1226	781.8531661
1227	781.8268466
1228	781.8070794
1229	781.7670252
1230	781.7576197
1231	781.7456456
1232	781.717274
1233	781.6765738
1234	781.652598
1235	781.6367891
1236	781.6258817
1237	781.6164184
1238	781.6082356
1239	781.5954877
1240	781.5821347
1241	781.5645754
1242	781.5462302
1243	781.5317538
1244	781.520383
1245	781.5151956
1246	781.5092783
1247	781.4875965
1248	781.453616
1249	781.4416278
1250	781.4340273
1251	781.4100869
1252	781.3906147
1253	781.3796852
1254	781.3364225
1255	781.3223389
1256	781.3041822
1257	781.2863096
1258	781.2498243
1259	781.2384361
1260	781.202065
1261	781.1903548
1262	781.1730616
1263	781.162278
1264	781.1439786
1265	781.126401
1266	781.1204156
1267	781.1075596
1268	781.0946426
1269	781.0803232
1270	781.0621908
1271	781.0472265
1272	781.0358141
1273	781.0281521
1274	781.0077052
1275	780.9933538
1276	780.9778275
1277	780.9746877
1278	780.9564958
1279	780.9397757
1280	780.9220405
1281	780.8960518
1282	780.8907203
1283	780.8780586
1284	780.8418694
1285	780.8054378
1286	780.7908661
1287	780.7667486
1288	780.7538041
1289	780.74014
1290	780.7347162
1291	780.7241314
1292	780.7008908
1293	780.6892268
1294	780.6659252
1295	780.6448388
1296	780.6283838
1297	780.6148711
1298	780.5968054
1299	780.5763572
1300	780.5461307
1301	780.5373909
1302	780.5291287
1303	780.508381
1304	780.4971022
1305	780.4841043
1306	780.4770188
1307	780.464759
1308	780.4587523
1309	780.4381672
1310	780.4281136
1311	780.4122635
1312	780.3779532
1313	780.3585027
1314	780.3385972
1315	780.3124592
1316	780.2921766
1317	780.2856335
1318	780.2610202
1319	780.2435769
1320	780.2174647
1321	780.2020735
1322	780.1899366
1323	780.1718924
1324	780.1548732
1325	780.1492169
1326	780.118451
1327	780.1007404
1328	780.0714817
1329	780.0642539
1330	780.056686
1331	780.033462
1332	780.0207167
1333	780.0148887
1334	780.0030151
1335	779.9857049
1336	779.9661931
1337	779.9489749
1338	779.9337735
1339	779.905022
1340	779.8967425
1341	779.8886367
1342	779.8787078
1343	779.8705543
1344	779.8605236
1345	779.8440769
1346	779.8415549
1347	779.8211148
1348	779.8063741
1349	779.797716
1350	779.77127
1351	779.7566112
1352	779.7453843
1353	779.7365288
1354	779.7192967
1355	779.7031377
1356	779.6885845
1357	779.6854677
1358	779.6706416
1359	779.6608044
1360	779.6485957
1361	779.6344288
1362	779.609524
1363	779.5906171
1364	779.5791576
1365	779.5748289
1366	779.5580467
1367	779.5423611
1368	779.5303106
1369	779.5166319
1370	779.5088069
1371	779.4968305
1372	779.4742714
1373	779.4709308
1374	779.460684
1375	779.4424898
1376	779.4301906
1377	779.4223363
1378	779.4001003
1379	779.3885718
1380	779.3663289
1381	779.3514146
1382	779.3357044
1383	779.3209827
1384	779.3039068
1385	779.2895563
1386	779.2756013
1387	779.2522477
1388	779.2396315
1389	779.2129916
1390	779.2023082
1391	779.1765767
1392	779.1632388
1393	779.1487186
1394	779.1270652
1395	779.1119742
1396	779.1022627
1397	779.097501
1398	779.0842204
1399	779.0731138
1400	779.0536335
1401	779.0460656
1402	779.0266027
1403	779.012837
1404	778.99574
1405	778.9843434
1406	778.9769415
1407	778.9655304
1408	778.9508795
1409	778.9390634
1410	778.9190896
1411	778.9016977
1412	778.8898403
1413	778.8688769
1414	778.854407
1415	778.8458861
1416	778.8326259
1417	778.8234633
1418	778.8044028
1419	778.7899395
1420	778.7796757
1421	778.7581878
1422	778.7301251
1423	778.7110703
1424	778.6923487
1425	778.6877176
1426	778.6780176
1427	778.6586948
1428	778.6352066
1429	778.6261624
1430	778.6152984
1431	778.6041593
1432	778.585489
1433	778.564974
1434	778.5491295
1435	778.5190711
1436	778.5082371
1437	778.4941867
1438	778.4882094
1439	778.4793867
1440	778.4676459
1441	778.4613819
1442	778.4425567
1443	778.4152604
1444	778.3928415
1445	778.3784964
1446	778.3645813
1447	778.3533404
1448	778.3222626
1449	778.3003339
1450	778.2839989
1451	778.2777678
1452	778.2562561
1453	778.2206248
1454	778.2108805
1455	778.1946691
1456	778.1865867
1457	778.1733661
1458	778.1685253
1459	778.1509587
1460	778.1320825
1461	778.1124663
1462	778.0991272
1463	778.0909001
1464	778.071328
1465	778.0619486
1466	778.0375717
1467	778.032583
1468	778.0094484
1469	778.0044022
1470	777.9819838
1471	777.9724526
1472	777.966114
1473	777.9607471
1474	777.9449504
1475	777.9296124
1476	777.9151695
1477	777.8962682
1478	777.8809492
1479	777.869529
1480	777.863364
1481	777.8441371
1482	777.8220647
1483	777.791015
1484	777.7674567
1485	777.7606735
1486	777.7528721
1487	777.7455854
1488	777.7194841
1489	777.7129266
1490	777.7014964
1491	777.6819628
1492	777.6708653
1493	777.6552083
1494	777.6294899
1495	777.6123853
1496	777.6053525
1497	777.5890497
1498	777.5627096
1499	777.5374944
